Gene ID	source_id	Organism	Genomic Location (Gene)	Product Description	Is Pseudo	# Transcripts	Gene Name or Symbol	Previous ID(s)	
PBANKA_1100441	PBANKA_1100441.1	Plasmodium berghei ANKA	PbANKA_11_v3:33,952..34,869(-)	fam-b protein	No	1	N/A	Previous IDs: PB108816.00.0;PBANKA_120020	
PBANKA_1100461	PBANKA_1100461.1	Plasmodium berghei ANKA	PbANKA_11_v3:37,130..38,222(-)	PIR protein	No	1	N/A	N/A	
PBANKA_1100500	PBANKA_1100500.1	Plasmodium berghei ANKA	PbANKA_11_v3:41,376..42,268(-)	fam-b protein	No	1	N/A	Previous IDs: PB108624.00.0;PBANKA_110050	
PBANKA_1100600	PBANKA_1100600.1	Plasmodium berghei ANKA	PbANKA_11_v3:43,933..44,667(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_110060	
PBANKA_1100700	PBANKA_1100700.1	Plasmodium berghei ANKA	PbANKA_11_v3:48,002..49,518(+)	fam-a protein	No	1	N/A	Previous IDs: PBANKA_110070	
PBANKA_1100750	PBANKA_1100750.1	Plasmodium berghei ANKA	PbANKA_11_v3:50,968..52,515(+)	fam-a protein	No	1	N/A	Previous IDs: PBANKA_110075	
PBANKA_1100781	PBANKA_1100781.1	Plasmodium berghei ANKA	PbANKA_11_v3:53,959..55,096(-)	PIR protein	No	1	N/A	Previous IDs: PB200058.00.0;PB200070.00.0;PB200112.00.0;PB500032.00.0;PBANKA_124680	
PBANKA_1100821	PBANKA_1100821.1	Plasmodium berghei ANKA	PbANKA_11_v3:59,140..60,002(+)	fam-a protein, pseudogene	Yes	1	N/A	N/A	
PBANKA_1100850	PBANKA_1100850.1	Plasmodium berghei ANKA	PbANKA_11_v3:61,045..61,925(-)	PIR protein, pseudogene	Yes	1	N/A	Previous IDs: PBANKA_110085	
PBANKA_1100860	PBANKA_1100860.1	Plasmodium berghei ANKA	PbANKA_11_v3:62,616..63,036(-)	fam-c protein	No	1	N/A	Previous IDs: PB101232.00.0;PBANKA_110086	
PBANKA_1100900	PBANKA_1100900.1	Plasmodium berghei ANKA	PbANKA_11_v3:66,311..68,821(+)	fam-a protein	No	1	N/A	Previous IDs: PB001100.01.0;PBANKA_110090	
PBANKA_1101000	PBANKA_1101000.1	Plasmodium berghei ANKA	PbANKA_11_v3:70,668..72,259(+)	fam-a protein	No	1	N/A	Previous IDs: PB104144.00.0;PBANKA_110100	
PBANKA_1101100	PBANKA_1101100.1	Plasmodium berghei ANKA	PbANKA_11_v3:75,281..76,656(-)	Plasmodium exported protein, unknown function	No	1	N/A	Previous IDs: PB104218.00.0;PBANKA_110110	
PBANKA_1101200	PBANKA_1101200.1	Plasmodium berghei ANKA	PbANKA_11_v3:78,517..79,716(-)	Plasmodium exported protein, unknown function	No	1	N/A	Previous IDs: PB401889.00.0;PBANKA_110120	
PBANKA_1101300	PBANKA_1101300.1	Plasmodium berghei ANKA	PbANKA_11_v3:83,394..85,785(+)	skeleton-binding protein 1	No	1	SBP1	Previous IDs: PB300472.00.0;PBANKA_110130	
PBANKA_1101400	PBANKA_1101400.1	Plasmodium berghei ANKA	PbANKA_11_v3:86,661..87,827(-)	rhoptry-associated protein 2/3	No	1	RAP2/3	Previous IDs: PB301475.00.0;PBANKA_110140;RAP2/3	
PBANKA_1101500	PBANKA_1101500.1	Plasmodium berghei ANKA	PbANKA_11_v3:90,060..92,102(-)	anaphase-promoting complex subunit 3	No	1	APC3	Previous IDs: PBANKA_110150	
PBANKA_1101600	PBANKA_1101600.1	Plasmodium berghei ANKA	PbANKA_11_v3:94,187..96,940(+)	chromatin assembly factor 1 subunit A, putative	No	1	CAF1A	Previous IDs: PB001058.03.0;PBANKA_110160	
PBANKA_1101700	PBANKA_1101700.1	Plasmodium berghei ANKA	PbANKA_11_v3:97,204..98,567(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB001059.03.0;PBANKA_110170	
PBANKA_1101800	PBANKA_1101800.1	Plasmodium berghei ANKA	PbANKA_11_v3:99,360..103,123(+)	vacuolar protein sorting-associated protein 11, putative	No	1	VPS11	Previous IDs: PB001046.01.0;PBANKA_110180	
PBANKA_1101900	PBANKA_1101900.1	Plasmodium berghei ANKA	PbANKA_11_v3:103,675..104,472(-)	HCNGP-like protein, putative	No	1	N/A	Previous IDs: PBANKA_110190	
PBANKA_1102000	PBANKA_1102000.1	Plasmodium berghei ANKA	PbANKA_11_v3:105,976..107,729(+)	protein Mpv17, putative	No	1	MPV17	Previous IDs: PB000039.02.0;PBANKA_110200	
PBANKA_1102100	PBANKA_1102100.1	Plasmodium berghei ANKA	PbANKA_11_v3:108,587..109,402(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB107172.00.0;PBANKA_110210	
PBANKA_1102200	PBANKA_1102200.1	Plasmodium berghei ANKA	PbANKA_11_v3:111,532..112,761(-)	merozoite surface protein 8	No	1	MSP8	Previous IDs: PB000173.03.0;PBANKA_110220	
PBANKA_1102300	PBANKA_1102300.1	Plasmodium berghei ANKA	PbANKA_11_v3:114,307..117,738(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_110230	
PBANKA_1102400	PBANKA_1102400.1	Plasmodium berghei ANKA	PbANKA_11_v3:118,242..119,392(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000152.00.0;PBANKA_110240	
PBANKA_1102500	PBANKA_1102500.1	Plasmodium berghei ANKA	PbANKA_11_v3:120,256..120,708(+)	DnaJ protein, putative	No	1	N/A	Previous IDs: PB000153.00.0;PBANKA_110250	
PBANKA_1102600	PBANKA_1102600.1	Plasmodium berghei ANKA	PbANKA_11_v3:121,178..121,623(-)	Tim10/DDP family zinc finger protein, putative	No	1	N/A	Previous IDs: PB000155.00.0;PBANKA_110260	
PBANKA_1102700	PBANKA_1102700.1	Plasmodium berghei ANKA	PbANKA_11_v3:122,542..123,935(+)	50S ribosomal protein L28, apicoplast, putative	No	1	N/A	Previous IDs: PB000154.00.0;PBANKA_110270	
PBANKA_1102800	PBANKA_1102800.1	Plasmodium berghei ANKA	PbANKA_11_v3:124,429..125,973(-)	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase, putative	No	1	IspE	Previous IDs: PB000156.00.0;PBANKA_110280	
PBANKA_1102900	PBANKA_1102900.1	Plasmodium berghei ANKA	PbANKA_11_v3:127,793..130,402(+)	cell division control protein 6, putative	No	1	CDC6	Previous IDs: PB000254.03.0;PB301078.00.0;PBANKA_110290	
PBANKA_1103000	PBANKA_1103000.1	Plasmodium berghei ANKA	PbANKA_11_v3:133,135..134,088(-)	serine/arginine-rich splicing factor 12, putative	No	1	SRSF12	Previous IDs: PB000414.01.0;PBANKA_110300	
PBANKA_1103100	PBANKA_1103100.1	Plasmodium berghei ANKA	PbANKA_11_v3:137,069..137,623(+)	actin-depolymerizing factor 1	No	1	ADF1	Previous IDs: PB000803.00.0;PBANKA_110310	
PBANKA_1103200	PBANKA_1103200.1	Plasmodium berghei ANKA	PbANKA_11_v3:138,579..140,747(-)	protein kinase, putative	No	1	N/A	Previous IDs: PB000111.03.0;PB101410.00.0;PBANKA_110320	
PBANKA_1103300	PBANKA_1103300.1	Plasmodium berghei ANKA	PbANKA_11_v3:142,035..145,382(-)	myosin B	No	1	MyoB	Previous IDs: PB000366.02.0;PB300310.00.0;PBANKA_110330	
PBANKA_1103400	PBANKA_1103400.1	Plasmodium berghei ANKA	PbANKA_11_v3:146,223..147,088(-)	60S ribosomal protein L31, putative	No	1	RPL31	Previous IDs: PB000367.02.0;PBANKA_110340	
PBANKA_1103500	PBANKA_1103500.1	Plasmodium berghei ANKA	PbANKA_11_v3:148,224..150,079(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000531.03.0;PBANKA_110350	
PBANKA_1103600	PBANKA_1103600.1	Plasmodium berghei ANKA	PbANKA_11_v3:151,101..156,848(+)	cation transporting P-ATPase, putative	No	1	ATPase3	Previous IDs: PB000259.03.0;PB000452.02.0;PB000453.02.0;PBANKA_110360	
PBANKA_1103700	PBANKA_1103700.1	Plasmodium berghei ANKA	PbANKA_11_v3:157,412..158,856(-)	AN1-type zinc finger protein, putative	No	1	N/A	Previous IDs: PBANKA_110370	
PBANKA_1103800	PBANKA_1103800.1	Plasmodium berghei ANKA	PbANKA_11_v3:160,403..162,296(+)	ATP-dependent RNA helicase DDX27, putative	No	1	DDX27	Previous IDs: PB000237.03.0;PB000491.00.0;PBANKA_110380	
PBANKA_1103900	PBANKA_1103900.1	Plasmodium berghei ANKA	PbANKA_11_v3:162,388..163,477(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000238.03.0;PBANKA_110390	
PBANKA_1104000	PBANKA_1104000.1	Plasmodium berghei ANKA	PbANKA_11_v3:165,137..167,260(+)	ATP-dependent helicase, putative	No	1	N/A	Previous IDs: PB001258.00.0;PBANKA_110400	
PBANKA_1104100	PBANKA_1104100.1	Plasmodium berghei ANKA	PbANKA_11_v3:168,029..169,651(+)	MOLO1 domain-containing protein, putative	No	1	N/A	Previous IDs: PB000432.00.0;PBANKA_110410	
PBANKA_1104200	PBANKA_1104200.1	Plasmodium berghei ANKA	PbANKA_11_v3:170,432..171,550(+)	2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative	No	1	BCKDHB	Previous IDs: PB000202.00.0;PBANKA_110420	
PBANKA_1104300	PBANKA_1104300.1	Plasmodium berghei ANKA	PbANKA_11_v3:172,778..174,118(+)	centrosomal protein CEP120, putative	No	1	CEP120	Previous IDs: PB000203.00.0;PB402116.00.0;PBANKA_110430	
PBANKA_1104400	PBANKA_1104400.1	Plasmodium berghei ANKA	PbANKA_11_v3:174,363..187,793(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000527.02.0;PBANKA_110440	
PBANKA_1104500	PBANKA_1104500.1	Plasmodium berghei ANKA	PbANKA_11_v3:189,130..190,653(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000614.02.0;PBANKA_110450	
PBANKA_1104600	PBANKA_1104600.1	Plasmodium berghei ANKA	PbANKA_11_v3:190,924..197,924(-)	MMS19-like protein, putative	No	1	N/A	Previous IDs: PB000078.01.0;PB000613.02.0;PB000666.00.0;PB000854.01.0;PB300056.00.0;PBANKA_110460	
PBANKA_1104700	PBANKA_1104700.1	Plasmodium berghei ANKA	PbANKA_11_v3:199,745..206,527(+)	trafficking protein particle complex subunit 8, putative	No	1	TRS85	Previous IDs: PB000012.00.0;PB000115.01.0;PB000320.01.0;PB000426.00.0;PB000577.02.0;PBANKA_110470	
PBANKA_1104800	PBANKA_1104800.1	Plasmodium berghei ANKA	PbANKA_11_v3:208,157..209,827(+)	actin-like protein, putative	No	1	ALP2b	Previous IDs: PB000221.00.0;PB000859.00.0;PB300320.00.0;PBANKA_110480	
PBANKA_1104900	PBANKA_1104900.1	Plasmodium berghei ANKA	PbANKA_11_v3:211,028..212,674(+)	UDP-N-acetylglucosamine transporter, putative	No	1	N/A	Previous IDs: PB000258.01.0;PB101517.00.0;PBANKA_110490	
PBANKA_1105000	PBANKA_1105000.1	Plasmodium berghei ANKA	PbANKA_11_v3:213,185..215,296(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000257.01.0;PBANKA_110500	
PBANKA_1105100	PBANKA_1105100.1	Plasmodium berghei ANKA	PbANKA_11_v3:216,378..220,076(-)	DNA mismatch repair protein MSH6, putative	No	1	MSH6	Previous IDs: PB001297.02.0;PB301197.00.0;PBANKA_110510	
PBANKA_1105200	PBANKA_1105200.1	Plasmodium berghei ANKA	PbANKA_11_v3:222,446..223,258(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000461.02.0;PB106399.00.0;PBANKA_110520	
PBANKA_1105300	PBANKA_1105300.1	Plasmodium berghei ANKA	PbANKA_11_v3:224,704..226,071(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_110530	
PBANKA_1105400	PBANKA_1105400.1	Plasmodium berghei ANKA	PbANKA_11_v3:228,137..228,625(-)	small ubiquitin-related modifier, putative	No	1	SUMO	Previous IDs: PB000112.01.0;PB001071.01.0;PBANKA_110540	
PBANKA_1105500	PBANKA_1105500.1	Plasmodium berghei ANKA	PbANKA_11_v3:229,681..230,809(-)	mediator of RNA polymerase II transcription subunit 11, putative	No	1	MED11	Previous IDs: PBANKA_110550	
PBANKA_1105600	PBANKA_1105600.1	Plasmodium berghei ANKA	PbANKA_11_v3:231,298..232,271(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001070.01.0;PBANKA_110560	
PBANKA_1105700	PBANKA_1105700.1	Plasmodium berghei ANKA	PbANKA_11_v3:232,615..233,504(-)	60S ribosomal subunit protein L24, putative	No	1	N/A	Previous IDs: PB000836.02.0;PBANKA_110570	
PBANKA_1105800	PBANKA_1105800.1	Plasmodium berghei ANKA	PbANKA_11_v3:234,326..235,183(+)	TATA-box binding protein, putative	No	1	TBP	Previous IDs: PB000834.02.0;PBANKA_110580	
PBANKA_1105900	PBANKA_1105900.1	Plasmodium berghei ANKA	PbANKA_11_v3:235,587..236,597(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000835.02.0;PB300292.00.0;PBANKA_110590	
PBANKA_1106000	PBANKA_1106000.1	Plasmodium berghei ANKA	PbANKA_11_v3:237,068..238,340(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB105751.00.0;PBANKA_110600	
PBANKA_1106100	PBANKA_1106100.1	Plasmodium berghei ANKA	PbANKA_11_v3:240,176..249,404(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000007.02.0;PB103883.00.0;PB105749.00.0;PBANKA_110610	
PBANKA_1106200	PBANKA_1106200.1	Plasmodium berghei ANKA	PbANKA_11_v3:249,892..251,178(-)	histone deacetylase, putative	No	1	N/A	Previous IDs: PB000008.02.0;PBANKA_110620	
PBANKA_1106300	PBANKA_1106300.1	Plasmodium berghei ANKA	PbANKA_11_v3:252,732..254,483(+)	GTPase-activating protein, putative	No	1	N/A	Previous IDs: PB000034.00.0;PBANKA_110630	
PBANKA_1106400	PBANKA_1106400.1	Plasmodium berghei ANKA	PbANKA_11_v3:255,593..258,554(+)	transcription factor 25, putative	No	1	TCF25	Previous IDs: PB000033.00.0;PB001433.02.0;PBANKA_110640	
PBANKA_1106500	PBANKA_1106500.1	Plasmodium berghei ANKA	PbANKA_11_v3:259,183..261,009(-)	rhomboid protease ROM4	No	1	ROM4	Previous IDs: PB001432.02.0;PB300113.00.0;PB301437.00.0;PBANKA_110650;ROM4	
PBANKA_1106600	PBANKA_1106600.1	Plasmodium berghei ANKA	PbANKA_11_v3:262,398..262,927(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PBANKA_110660	
PBANKA_1106700	PBANKA_1106700.1	Plasmodium berghei ANKA	PbANKA_11_v3:264,086..265,321(-)	60S ribosomal protein L4, putative	No	1	RPL4	Previous IDs: PB000541.02.0;PBANKA_110670	
PBANKA_1106800	PBANKA_1106800.1	Plasmodium berghei ANKA	PbANKA_11_v3:267,464..269,242(-)	subtilisin-like protease 3, putative	No	1	SUB3	Previous IDs: PB000701.02.0;PBANKA_110680	
PBANKA_1106900	PBANKA_1106900.1	Plasmodium berghei ANKA	PbANKA_11_v3:270,743..273,253(-)	PIMMS2 protein	No	1	PIMMS2	Previous IDs: PB001289;PBANKA_110690	
PBANKA_1107000	PBANKA_1107000.1	Plasmodium berghei ANKA	PbANKA_11_v3:274,184..274,645(-)	subtilisin propeptide-like protein, putative	No	1	SUB1-ProM	Previous IDs: PB106393.00.0;PBANKA_110700	
PBANKA_1107100	PBANKA_1107100.1	Plasmodium berghei ANKA	PbANKA_11_v3:275,890..277,689(-)	subtilisin-like protease 1	No	1	SUB1	Previous IDs: PB001288.02.0;PB300424.00.0;PB300552.00.0;PBANKA_110710	
PBANKA_1107200	PBANKA_1107200.1	Plasmodium berghei ANKA	PbANKA_11_v3:280,818..282,851(+)	protein CAF40, putative	No	1	CAF40	Previous IDs: PB001632.02.0;PBANKA_110720	
PBANKA_1107300	PBANKA_1107300.1	Plasmodium berghei ANKA	PbANKA_11_v3:283,766..285,316(-)	nuclear protein localization protein 4, putative	No	1	NPL4	Previous IDs: PB001631.02.0;PBANKA_110730	
PBANKA_1107400	PBANKA_1107400.1	Plasmodium berghei ANKA	PbANKA_11_v3:288,715..291,873(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000886.03.0;PBANKA_110740	
PBANKA_1107500	PBANKA_1107500.1	Plasmodium berghei ANKA	PbANKA_11_v3:292,810..293,366(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000887.03.0;PBANKA_110750	
PBANKA_1107600	PBANKA_1107600.1	Plasmodium berghei ANKA	PbANKA_11_v3:293,623..294,684(-)	6-cysteine protein	No	1	P38	Previous IDs: PB000400.01.0;PBANKA_110760	
PBANKA_1107700	PBANKA_1107700.1	Plasmodium berghei ANKA	PbANKA_11_v3:296,258..301,219(+)	SET domain protein, putative	No	1	SET9	Previous IDs: PB000530.00.0;PB300035.00.0;PB300630.00.0;PB301212.00.0;PBANKA_110770	
PBANKA_1107800	PBANKA_1107800.1	Plasmodium berghei ANKA	PbANKA_11_v3:301,529..302,922(-)	longevity-assurance (LAG1) protein, putative	No	1	N/A	Previous IDs: PB000531.00.0;PBANKA_110780	
PBANKA_1107900	PBANKA_1107900.1	Plasmodium berghei ANKA	PbANKA_11_v3:305,675..306,700(+)	triose phosphate transporter	No	1	TPT	Previous IDs: PB000956.00.0;PBANKA_110790	
PBANKA_1108000	PBANKA_1108000.1	Plasmodium berghei ANKA	PbANKA_11_v3:307,850..309,718(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000958.00.0;PBANKA_110800	
PBANKA_1108100	PBANKA_1108100.1	Plasmodium berghei ANKA	PbANKA_11_v3:310,105..317,082(-)	guanidine nucleotide exchange factor, putative	No	1	N/A	Previous IDs: PB000545.00.0;PB000957.00.0;PBANKA_110810	
PBANKA_1108200	PBANKA_1108200.1	Plasmodium berghei ANKA	PbANKA_11_v3:318,315..318,977(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000546.00.0;PB301253.00.0;PBANKA_110820	
PBANKA_1108300	PBANKA_1108300.1	Plasmodium berghei ANKA	PbANKA_11_v3:320,699..324,694(+)	pre-mRNA-processing ATP-dependent RNA helicase PRP5, putative	No	1	PRP5	Previous IDs: PB000543.00.0;PBANKA_110830	
PBANKA_1108400	PBANKA_1108400.1	Plasmodium berghei ANKA	PbANKA_11_v3:325,614..326,438(-)	single-stranded DNA-binding protein, putative	No	1	SSB	Previous IDs: PB000544.00.0;PBANKA_110840	
PBANKA_1108500	PBANKA_1108500.1	Plasmodium berghei ANKA	PbANKA_11_v3:328,926..336,572(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000033.03.0;PB000663.01.0;PB106971.00.0;PB106972.00.0;PBANKA_110850	
PBANKA_1108600	PBANKA_1108600.1	Plasmodium berghei ANKA	PbANKA_11_v3:336,891..338,327(-)	alpha-soluble NSF attachment protein, putative	No	1	N/A	Previous IDs: PB000031.03.0;PBANKA_110860	
PBANKA_1108700	PBANKA_1108700.1	Plasmodium berghei ANKA	PbANKA_11_v3:341,006..345,334(+)	structural maintenance of chromosomes protein 4	No	1	SMC4	Previous IDs: PB000032.03.0;PB000569.03.0;PB000786.03.0;PB000989.03.0;PBANKA_110870	
PBANKA_1108800	PBANKA_1108800.1	Plasmodium berghei ANKA	PbANKA_11_v3:346,005..347,632(+)	leucine-rich repeat protein	No	1	LRR2	Previous IDs: LRR2;PB000365.01.0;PBANKA_110880	
PBANKA_1108900	PBANKA_1108900.1	Plasmodium berghei ANKA	PbANKA_11_v3:348,076..348,578(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000196.02.0;PBANKA_110890	
PBANKA_1109000	PBANKA_1109000.1	Plasmodium berghei ANKA	PbANKA_11_v3:349,481..357,436(-)	RNA polymerase I, putative	No	1	N/A	Previous IDs: PB000192.02.0;PB301055.00.0;PB301396.00.0;PB301470.00.0;PBANKA_110900	
PBANKA_1109100	PBANKA_1109100.1	Plasmodium berghei ANKA	PbANKA_11_v3:359,979..360,992(+)	ERCC4 domain-containing protein, putative	No	1	N/A	Previous IDs: PB000194.02.0;PB301208.00.0;PB301385.00.0;PBANKA_110910	
PBANKA_1109200	PBANKA_1109200.1	Plasmodium berghei ANKA	PbANKA_11_v3:361,839..363,916(+)	asparagine--tRNA ligase, putative	No	1	N/A	Previous IDs: PB000193.02.0;PBANKA_110920	
PBANKA_1109300	PBANKA_1109300.1	Plasmodium berghei ANKA	PbANKA_11_v3:364,235..366,322(-)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000195.02.0;PBANKA_110930	
PBANKA_1109400	PBANKA_1109400.1	Plasmodium berghei ANKA	PbANKA_11_v3:368,036..373,112(+)	phosphatidylinositol 4-kinase, putative	No	1	PI4K	Previous IDs: PB001173.02.0;PB001191.02.0;PB405901.00.0;PBANKA_110940	
PBANKA_1109500	PBANKA_1109500.1	Plasmodium berghei ANKA	PbANKA_11_v3:373,907..374,911(+)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB001174.02.0;PB300470.00.0;PBANKA_110950	
PBANKA_1109600	PBANKA_1109600.1	Plasmodium berghei ANKA	PbANKA_11_v3:375,478..378,530(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB001175.02.0;PB300471.00.0;PBANKA_110960	
PBANKA_1109700	PBANKA_1109700.1	Plasmodium berghei ANKA	PbANKA_11_v3:379,560..385,352(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PB000879.03.0;PB101524.00.0;PBANKA_110970	
PBANKA_1109800	PBANKA_1109800.1	Plasmodium berghei ANKA	PbANKA_11_v3:390,663..392,870(+)	peptidyl-prolyl cis-trans isomerase, putative	No	1	CYP87	Previous IDs: PB000833.02.0;PB000930.00.0;PBANKA_110980	
PBANKA_1109900	PBANKA_1109900.1	Plasmodium berghei ANKA	PbANKA_11_v3:393,655..394,621(-)	stripes inner membrane complex protein, putative	No	1	SIP	Previous IDs: PB000929.00.0;PBANKA_110990	
PBANKA_1110000	PBANKA_1110000.1	Plasmodium berghei ANKA	PbANKA_11_v3:396,658..397,998(+)	PDCD2 domain-containing protein, putative	No	1	N/A	Previous IDs: PB300111.00.0;PBANKA_111000	
PBANKA_1110100	PBANKA_1110100.1	Plasmodium berghei ANKA	PbANKA_11_v3:398,490..401,135(-)	topoisomerase I, putative	No	1	N/A	Previous IDs: PB001130.01.0;PBANKA_111010	
PBANKA_1110121	PBANKA_1110121.1	Plasmodium berghei ANKA	PbANKA_11_v3:402,696..402,775(+)	tRNA Leucine	No	1	N/A	Previous IDs: berg11:tRNA:rfamscan:377879-377958	
PBANKA_1110200	PBANKA_1110200.1	Plasmodium berghei ANKA	PbANKA_11_v3:408,394..409,422(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB403516.00.0;PBANKA_111020	
PBANKA_1110300	PBANKA_1110300.1	Plasmodium berghei ANKA	PbANKA_11_v3:409,972..413,111(+)	WD repeat-containing protein, putative	No	1	N/A	Previous IDs: PB000914.01.0;PB100729.00.0;PBANKA_111030;PBANKA_111040	
PBANKA_1110350	PBANKA_1110350.1	Plasmodium berghei ANKA	PbANKA_11_v3:414,405..414,557(+)	small nucleolar RNA snoR04	No	1	N/A	Previous IDs: PBANKA_111035	
PBANKA_1110500	PBANKA_1110500.1	Plasmodium berghei ANKA	PbANKA_11_v3:415,677..416,192(-)	translationally-controlled tumor protein homolog	No	1	TCTP	Previous IDs: PB000913.01.0;PBANKA_111050	
PBANKA_1110600	PBANKA_1110600.1	Plasmodium berghei ANKA	PbANKA_11_v3:417,256..417,802(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB000915.01.0;PBANKA_111060	
PBANKA_1110700	PBANKA_1110700.1	Plasmodium berghei ANKA	PbANKA_11_v3:418,951..421,878(+)	stearoyl-CoA desaturase, putative	No	1	SCD	Previous IDs: PB000912.01.0;PB301367.00.0;PBANKA_111070	
PBANKA_1110800	PBANKA_1110800.1	Plasmodium berghei ANKA	PbANKA_11_v3:422,633..426,921(-)	MORN repeat protein, putative	No	1	N/A	Previous IDs: PB300173.00.0;PBANKA_111080	
PBANKA_1110900	PBANKA_1110900.1	Plasmodium berghei ANKA	PbANKA_11_v3:429,383..431,092(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PB107985.00.0;PBANKA_111090	
PBANKA_1111000	PBANKA_1111000.1	Plasmodium berghei ANKA	PbANKA_11_v3:433,422..462,422(+)	RNA pseudouridylate synthase, putative	No	1	N/A	Previous IDs: PB000019.00.0;PB000201.00.0;PB000260.02.0;PB000286.02.0;PB000475.02.0;PB000482.03.0;PB000631.03.0;PB000906.03.0;PB001055.03.0;PB102858.00.0;PB301237.00.0;PBANKA_111100;PBANKA_111110	
PBANKA_1111200	PBANKA_1111200.1	Plasmodium berghei ANKA	PbANKA_11_v3:463,038..463,565(-)	apical rhoptry neck protein, putative	No	1	ARNP	Previous IDs: PB102833.00.0;PBANKA_111120	
PBANKA_1111300	PBANKA_1111300.1	Plasmodium berghei ANKA	PbANKA_11_v3:465,190..466,103(+)	EKC/KEOPS complex subunit CGI121, putative	No	1	CGI121	Previous IDs: PB000368.01.0;PBANKA_111130	
PBANKA_1111400	PBANKA_1111400.1	Plasmodium berghei ANKA	PbANKA_11_v3:466,783..468,746(-)	inositol-3-phosphate synthase, putative	No	1	INO1	Previous IDs: PB000367.01.0;PBANKA_111140	
PBANKA_1111500	PBANKA_1111500.1	Plasmodium berghei ANKA	PbANKA_11_v3:470,246..472,189(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_111150	
PBANKA_1111600	PBANKA_1111600.1	Plasmodium berghei ANKA	PbANKA_11_v3:472,921..473,902(+)	prefoldin subunit 6, putative	No	1	N/A	Previous IDs: PB301405.00.0;PBANKA_111160	
PBANKA_1111700	PBANKA_1111700.1	Plasmodium berghei ANKA	PbANKA_11_v3:474,013..474,569(-)	conserved protein, unknown function	No	1	N/A	Previous IDs: PBANKA_111170	
PBANKA_1111800	PBANKA_1111800.1	Plasmodium berghei ANKA	PbANKA_11_v3:475,230..477,107(-)	glutathione synthetase	No	1	GS	Previous IDs: PB000949.00.0;PB300407.00.0;PBANKA_111180	
PBANKA_1111900	PBANKA_1111900.1	Plasmodium berghei ANKA	PbANKA_11_v3:478,326..479,108(-)	CDK-activating kinase assembly factor MAT1, putative	No	1	MAT1	Previous IDs: MAT1;PB000948.00.0;PBANKA_111190	
PBANKA_1112000	PBANKA_1112000.1	Plasmodium berghei ANKA	PbANKA_11_v3:480,784..481,458(+)	conserved Plasmodium protein, unknown function	No	1	N/A	Previous IDs: PBANKA_111200	
